item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,FDU04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,7.93,121.84,4.0
Low Fat,FDJ16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1149,9.20,59.62,4.0
Low Fat,FDZ04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0380,9.31,62.15,4.0
Low Fat,FDH16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0526,10.50,89.68,4.0
Low Fat,FDJ53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0713,10.50,121.31,4.0
Low Fat,FDD28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0533,10.70,59.69,4.0
Low Fat,FDF41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1312,12.15,245.25,4.0
Low Fat,FDX40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0990,12.85,39.32,4.0
Low Fat,FDB17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0367,13.15,182.60,4.0
Low Fat,FDP04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0138,15.35,64.72,4.0
Low Fat,FDC41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1169,15.60,78.17,4.0
Low Fat,FDM28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0452,15.70,180.27,4.0
Low Fat,FDV40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0147,17.35,74.10,4.0
Low Fat,FDZ52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1001,19.20,110.29,4.0
Low Fat,FDU40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0374,20.85,192.55,4.0
Low Fat,FDS08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0570,5.74,176.34,4.0
Low Fat,FDZ55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0254,6.06,160.89,4.0
Low Fat,FDB44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0170,6.66,210.06,4.0
Low Fat,FDI56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0934,7.33,91.31,4.0
Low Fat,FDA19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0551,7.52,128.30,4.0
Low Fat,FDW56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0709,7.68,192.62,4.0
Low Fat,FDU32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0260,8.79,119.94,4.0
Low Fat,FDU07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0598,11.10,150.14,4.0
Low Fat,FDS07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0998,12.35,113.95,4.0
Low Fat,FDF20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0332,12.85,196.68,4.0
Low Fat,FDA32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0301,14.00,215.72,4.0
Low Fat,FDE44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1714,14.65,50.77,4.0
Low Fat,FDB09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0574,16.25,125.80,4.0
Low Fat,FDP07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0899,18.20,197.51,4.0
Low Fat,FDR43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1615,18.20,37.62,4.0
Low Fat,FDP20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0457,19.85,126.40,4.0
Low Fat,FDQ44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0361,20.50,120.08,4.0
Low Fat,FDE32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0488,20.70,37.35,4.0
Low Fat,DRK47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0641,7.91,229.27,4.0
Low Fat,DRG23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0868,8.88,152.27,4.0
Low Fat,DRJ35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0466,10.10,61.29,4.0
Low Fat,DRO47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,10.20,114.09,4.0
Low Fat,DRP47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1406,15.75,252.84,4.0
Low Fat,DRL47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0387,19.70,127.44,4.0
Low Fat,NCM05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0598,6.83,262.52,4.0
Low Fat,NCO05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0466,7.27,100.54,4.0
Low Fat,NCL29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1139,9.70,160.26,4.0
Low Fat,NCN17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0549,11.00,101.44,4.0
Low Fat,NCQ29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1042,12.00,259.53,4.0
Low Fat,NCL41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0417,12.35,33.12,4.0
Low Fat,NCT29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0641,12.60,122.34,4.0
Low Fat,NCA41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0326,16.75,191.92,4.0
Low Fat,NCK05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0775,20.10,59.25,4.0
Low Fat,NCU30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0349,5.11,161.72,4.0
Low Fat,NCS30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0930,5.95,128.77,4.0
Low Fat,NCY42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0152,6.38,145.15,4.0
Low Fat,NCB19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0903,6.53,84.69,4.0
Low Fat,NCS06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,7.94,263.69,4.0
Low Fat,NCS38,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0902,8.60,112.92,4.0
Low Fat,NCS42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0694,8.60,92.51,4.0
Low Fat,NCU54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0986,8.88,208.43,4.0
Low Fat,NCX54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0481,9.20,105.86,4.0
Low Fat,NCA18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0561,10.10,117.85,4.0
Low Fat,NCN26,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0287,10.85,115.18,4.0
Low Fat,NCG54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0798,12.10,172.11,4.0
Low Fat,NCG07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0525,12.30,190.85,4.0
Low Fat,NCJ18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1639,12.35,117.01,4.0
Low Fat,NCU18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0558,15.10,139.85,4.0
Low Fat,NCE30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0991,16.00,210.39,4.0
Low Fat,NCX30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0266,16.70,249.28,4.0
Low Fat,NCF30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1262,17.00,124.64,4.0
Low Fat,NCH30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0672,17.10,114.39,4.0
Low Fat,NCL30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0489,18.10,127.53,4.0
Low Fat,NCI42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0104,18.75,207.10,4.0
Low Fat,NCQ50,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0343,18.75,215.22,4.0
Low Fat,NCL18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1676,18.85,194.61,4.0
Low Fat,NCC06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0270,19.00,127.13,4.0
Low Fat,NCB18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0413,19.60,86.95,4.0
Low Fat,NCI43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0260,19.85,49.54,4.0
Low Fat,NCA06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1433,20.50,37.92,4.0
Low Fat,NCE54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0269,20.70,73.94,4.0
Low Fat,NCP06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0392,20.70,151.44,4.0
Low Fat,NCD54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0290,21.10,143.38,4.0
Low Fat,FDM03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,12.65,107.89,4.0
Low Fat,FDX15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1563,17.20,162.16,4.0
Low Fat,FDR39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0838,20.35,184.13,4.0
Low Fat,NCM07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0400,9.40,84.09,4.0
Low Fat,NCK07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0487,10.65,164.15,4.0
Low Fat,NCN19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,13.10,189.25,4.0
Low Fat,NCP50,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0206,17.35,78.76,4.0
Low Fat,NCN14,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0919,19.10,182.76,4.0
Low Fat,NCJ31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1827,19.20,243.02,4.0
Low Fat,FDL33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1000,7.24,193.85,4.0
Low Fat,FDR33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0268,7.31,110.36,4.0
Low Fat,FDT21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0204,7.42,248.91,4.0
Low Fat,FDQ46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1038,7.51,113.75,4.0
Low Fat,FDQ34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1622,10.85,107.86,4.0
Low Fat,FDH58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0369,12.30,113.18,4.0
Low Fat,FDF58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0096,13.30,64.95,4.0
Low Fat,FDJ09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,15.00,43.47,4.0
Low Fat,FDS57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1034,15.50,144.85,4.0
Low Fat,FDI33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0284,16.50,92.81,4.0
Low Fat,FDY10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0491,17.60,115.62,4.0
Low Fat,FDZ09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1049,17.60,164.89,4.0
Low Fat,DRC25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0454,5.73,86.09,4.0
Low Fat,DRJ01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1150,6.14,161.02,4.0
Low Fat,DRL60,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0271,8.52,153.37,4.0
Low Fat,DRH13,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0239,8.58,106.63,4.0
Low Fat,DRF25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0389,9.00,34.92,4.0
Low Fat,DRD37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0138,9.80,45.21,4.0
Low Fat,DRJ37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0611,10.80,151.90,4.0
Low Fat,DRE37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0942,13.50,189.99,4.0
Low Fat,DRG36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0954,14.15,170.51,4.0
Low Fat,DRN36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,15.20,96.68,4.0
Low Fat,DRI25,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0339,19.60,56.26,4.0
Low Fat,DRH49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0247,19.70,84.36,4.0
Low Fat,FDC35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1228,7.44,208.76,4.0
Regular,FDC60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1145,5.43,88.35,4.0
Regular,FDZ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0658,6.04,188.22,4.0
Regular,FDT12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0496,6.22,226.11,4.0
Regular,FDB49,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0302,8.30,98.74,4.0
Regular,FDY12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1406,9.80,49.80,4.0
Regular,FDA47,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1167,10.50,161.72,4.0
Regular,FDB12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1053,11.15,102.06,4.0
Regular,FDO48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0268,15.00,219.85,4.0
Regular,FDX11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1068,16.00,181.46,4.0
Regular,FDZ47,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0793,20.70,97.20,4.0
Regular,FDQ11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0677,5.70,256.60,4.0
Regular,FDT11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0294,5.94,186.76,4.0
Regular,FDT23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0747,7.72,77.60,4.0
Regular,FDY47,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0545,8.60,130.13,4.0
Regular,FDR37,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0662,16.50,183.33,4.0
Regular,FDQ49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0392,20.20,157.66,4.0
Regular,FDA37,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0552,7.81,123.10,4.0
Regular,FDD26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0722,8.71,183.39,4.0
Regular,FDF38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0264,11.80,39.61,4.0
Regular,FDM02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0737,12.50,87.12,4.0
Regular,FDC14,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0412,14.50,40.55,4.0
Regular,FDH50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1614,15.00,185.13,4.0
Regular,FDJ26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0848,15.30,215.02,4.0
Regular,FDZ25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0276,15.70,168.28,4.0
Regular,FDW02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0377,4.81,125.57,4.0
Regular,FDW38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1387,5.33,53.73,4.0
Regular,FDX38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0482,10.50,45.94,4.0
Regular,FDQ26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0679,13.50,57.86,4.0
Regular,FDB03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1568,17.75,241.05,4.0
Regular,FDT26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0680,18.85,119.04,4.0
Regular,FDV26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0762,20.25,196.28,4.0
Regular,FDP40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0344,4.56,112.65,4.0
Regular,FDH04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0114,6.12,89.65,4.0
Regular,FDD41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0873,6.77,105.03,4.0
Regular,FDM16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0336,8.16,74.74,4.0
Regular,FDI05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1269,8.35,74.44,4.0
Regular,FDG05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0878,11.00,156.86,4.0
Regular,FDA04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0667,11.30,257.30,4.0
Regular,FDI04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0729,13.65,198.44,4.0
Regular,FDP28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0806,13.65,262.69,4.0
Regular,FDF28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0379,15.70,124.10,4.0
Regular,FDA40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0993,16.00,88.59,4.0
Regular,FDY16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0922,18.35,184.43,4.0
Regular,FDI41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0623,18.50,148.04,4.0
Regular,FDE17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0545,20.10,149.54,4.0
Regular,FDN56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1071,5.46,144.98,4.0
Regular,FDS56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0388,5.79,260.73,4.0
Regular,FDO31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0290,6.76,79.60,4.0
Regular,FDD44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0784,8.05,259.06,4.0
Regular,FDV44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0398,8.37,190.12,4.0
Regular,FDU31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0250,10.50,217.95,4.0
Regular,FDR55,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1321,12.15,189.59,4.0
Regular,FDW19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0385,12.35,110.76,4.0
Regular,FDK20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0416,12.60,124.51,4.0
Regular,FDS44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1560,12.65,239.65,4.0
Regular,FDS31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0442,13.10,180.33,4.0
Regular,FDS19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0642,13.80,76.00,4.0
Regular,FDH45,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1057,15.10,41.68,4.0
Regular,FDO19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0166,17.70,48.30,4.0
Regular,FDI08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0663,18.20,247.11,4.0
Regular,FDW32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0943,18.35,84.39,4.0
Regular,FDT32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0656,19.00,186.52,4.0
Regular,FDB57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0188,20.25,220.68,4.0
Regular,FDX31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0148,20.35,233.30,4.0
Regular,FDP03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0612,5.15,121.84,4.0
Regular,FDO27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1791,6.18,94.38,4.0
Regular,FDR15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0334,9.30,153.23,4.0
Regular,FDN03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0151,9.80,249.64,4.0
Regular,FDT27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0696,11.40,234.66,4.0
Regular,FDT15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0427,12.15,184.30,4.0
Regular,FDG33,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1402,5.37,171.08,4.0
Regular,FDX22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0230,6.79,208.79,4.0
Regular,FDC22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1364,6.89,193.98,4.0
Regular,FDV10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,7.65,41.81,4.0
Regular,FDX33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1175,9.20,158.56,4.0
Regular,FDI34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0851,10.65,232.37,4.0
Regular,FDM09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0859,11.15,169.68,4.0
Regular,FDO45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0380,13.15,89.59,4.0
Regular,FDO09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1253,13.50,262.19,4.0
Regular,FDY33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0972,14.50,159.43,4.0
Regular,FDP45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0306,15.70,252.27,4.0
Regular,FDC34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1728,16.00,157.10,4.0
Regular,FDY22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1597,16.50,144.51,4.0
Regular,FDR34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0160,17.00,229.44,4.0
Regular,FDX57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0473,17.25,97.01,4.0
Regular,DRY23,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1091,9.40,44.61,4.0
Regular,DRC36,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0450,13.00,175.01,4.0
Regular,FDD47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1424,7.60,171.94,4.0
Regular,FDD59,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0000,10.50,78.30,4.0
low fat,FDS35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1112,9.30,65.78,4.0
low fat,FDS52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0055,8.89,99.70,4.0
low fat,NCY29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0772,13.65,56.89,4.0
low fat,NCW54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0964,7.50,55.36,4.0
Regular,FDH60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0807,19.70,197.01,4.0
Regular,FDB26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0313,14.00,51.46,4.0
Regular,FDX39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0497,14.30,212.46,4.0
Regular,FDO10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0128,13.65,55.56,4.0
Low Fat,FDQ16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0418,19.70,108.09,4.0
Low Fat,DRH11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0757,5.98,55.66,4.0
Low Fat,FDX58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0439,13.15,182.70,4.0
Low Fat,FDO60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0346,20.00,45.31,4.0
Low Fat,FDH57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0359,10.90,132.93,4.0
Low Fat,DRO35,Hard Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0348,13.85,114.25,4.0
Low Fat,NCB42,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0086,11.80,114.85,4.0
Low Fat,NCY05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0553,13.50,34.69,4.0
Low Fat,NCK05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0779,20.10,59.35,4.0
Low Fat,NCW42,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0588,18.20,220.75,4.0
Low Fat,FDE58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0000,18.50,119.81,4.0
Low Fat,DRI25,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0341,19.60,56.66,4.0
Low Fat,FDW23,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0822,5.77,37.02,4.0
Low Fat,FDW24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0376,6.80,50.20,4.0
Low Fat,FDY59,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0315,8.20,91.85,4.0
Low Fat,FDF12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0826,8.24,149.11,4.0
Low Fat,FDK24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.1015,9.20,45.27,4.0
Low Fat,FDH12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0851,9.60,107.13,4.0
Low Fat,FDI24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0789,10.30,177.64,4.0
Low Fat,FDJ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0000,11.30,245.21,4.0
Low Fat,FDN48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0651,13.35,93.08,4.0
